request_time,wait_time,pick_index,drop_index,order_distance,order_fare,detour_ratio
70390,300,4345,1298,3359.0,12.51,0.25
70391,300,2018,2043,1956.0,7.28,0.75
70392,240,1322,3927,3802.0,14.16,1.0
70392,480,239,596,3993.0,14.87,1.0
70393,240,4270,4326,1028.0,3.83,0.25
70393,240,1291,2635,4209.0,15.67,0.75
70393,480,1309,1332,1714.0,6.38,0.25
70393,420,1432,1368,2491.0,9.27,1.0
70393,180,1170,1352,1552.0,5.78,0.5
70394,360,1927,3444,2026.0,7.54,0.75
70394,420,3437,1402,3123.0,11.63,0.5
70395,180,3734,2319,4026.0,14.99,0.75
70395,360,2841,3586,5828.0,21.7,0.5
70395,180,4303,1569,8587.0,31.97,0.5
70395,420,566,3224,5746.0,21.39,0.5
70395,360,4142,1535,3331.0,12.4,0.5
70396,180,1898,1960,1261.0,4.7,0.5
70396,360,2717,727,4501.0,16.76,1.0
70396,420,2410,1988,5326.0,19.83,0.5
70397,420,1241,3849,8001.0,29.79,0.5
70397,360,3354,2750,1013.0,3.77,0.75
70397,300,3937,4382,2762.0,10.28,0.25
70397,360,1630,2481,3405.0,12.68,0.75
70397,360,3201,732,1705.0,6.35,1.0
70397,180,3272,4451,2315.0,8.62,0.25
70398,420,2275,4268,2813.0,10.47,1.0
70398,360,4114,3321,3861.0,14.38,0.25
70399,360,2319,2543,1359.0,5.06,0.75
70399,300,3079,899,5262.0,19.59,1.0
70400,360,3719,715,2772.0,10.32,0.5
70401,360,1255,2517,12657.0,47.13,0.5
70401,360,3227,1316,2471.0,9.2,0.25
70401,420,4303,563,2697.0,10.04,1.0
70401,360,3577,127,2596.0,9.67,0.75
70402,480,1960,279,4041.0,15.05,1.0
70402,240,2373,1460,1130.0,4.21,1.0
70402,420,3070,1333,1741.0,6.48,1.0
70402,240,1817,3926,4077.0,15.18,1.0
70402,420,2094,3430,1969.0,7.33,1.0
70402,420,3156,1257,1568.0,5.84,0.25
70403,240,376,1544,3926.0,14.62,0.75
70403,360,3912,1652,2851.0,10.62,0.25
70403,360,3045,2951,2094.0,7.8,1.0
70404,480,1452,3490,5408.0,20.14,1.0
70405,240,1260,2676,1902.0,7.08,1.0
70407,480,1316,3688,4339.0,16.16,0.25
70407,300,2458,3357,3997.0,14.88,0.25
70407,480,2636,51,2699.0,10.05,0.25
70407,240,3625,447,1765.0,6.57,0.5
70408,420,4026,3925,1501.0,5.59,1.0
70408,180,3056,2188,2948.0,10.98,0.25
70408,300,2665,1959,1020.0,3.8,0.75
70410,240,4382,2822,3201.0,11.92,0.25
70410,300,3726,2610,2706.0,10.08,1.0
70411,300,4275,641,2154.0,8.02,0.25
70411,180,1464,3953,2505.0,9.33,0.75
70411,240,2332,3219,1579.0,5.88,0.5
70411,240,2662,3269,2073.0,7.72,0.75
70412,420,1162,3264,1981.0,7.38,0.25
70412,180,1349,477,1792.0,6.67,0.75
70412,240,121,1322,2099.0,7.82,0.75
70413,240,2207,715,4437.0,16.52,0.25
70413,360,1623,3693,4795.0,17.85,0.5
70413,480,1023,563,4337.0,16.15,0.25
70413,420,1742,3923,3486.0,12.98,0.5
70413,240,947,1953,4738.0,17.64,1.0
70413,360,2002,3888,3353.0,12.48,0.75
70413,480,2617,4259,3665.0,13.65,0.75
70413,240,3045,568,3373.0,12.56,0.25
70414,420,241,4459,1907.0,7.1,0.75
70414,300,1080,4259,2520.0,9.38,0.25
70415,480,3940,2689,3965.0,14.76,0.25
70415,360,3461,3812,1136.0,4.23,0.75
70415,240,3324,3300,1307.0,4.87,0.25
70415,180,148,1712,5670.0,21.11,1.0
70416,360,1230,225,8490.0,31.61,0.75
70416,360,1945,3917,1101.0,4.1,1.0
70417,480,740,2249,3987.0,14.84,0.25
70417,420,3272,1462,2193.0,8.17,0.5
70418,180,1780,2024,1993.0,7.42,1.0
70418,240,3966,245,1589.0,5.92,0.75
70418,360,570,4348,2681.0,9.98,0.25
70420,420,1611,4256,4525.0,16.85,1.0
70420,360,4304,1137,1607.0,5.98,0.75
70422,180,2577,4360,4473.0,16.65,0.75
70422,480,943,2950,2916.0,10.86,0.75
70423,420,3321,2048,1028.0,3.83,0.75
70423,300,1154,4517,3203.0,11.93,0.75
70423,300,1210,733,3931.0,14.64,0.25
70423,300,1535,1012,2961.0,11.02,0.25
70423,180,2967,1180,1182.0,4.4,1.0
70423,300,3698,3960,1138.0,4.24,0.25
70423,180,2297,3882,2327.0,8.66,0.5
70423,480,1811,2470,2518.0,9.38,0.75
70423,480,2969,4106,5755.0,21.43,0.25
70424,180,3971,2879,3304.0,12.3,0.5
70424,300,924,1558,6336.0,23.59,0.25
70424,240,175,2129,2154.0,8.02,0.75
70425,360,3527,513,2184.0,8.13,0.5
70425,480,2566,3472,3072.0,11.44,1.0
70425,360,1472,3572,1822.0,6.78,0.5
70425,480,647,680,2277.0,8.48,0.5
70425,360,1616,1484,1762.0,6.56,1.0
70426,360,1322,1296,2001.0,7.45,0.25
70426,300,3763,788,5516.0,20.54,0.75
70426,180,3636,4378,1372.0,5.11,0.25
70426,180,3481,3626,4137.0,15.4,1.0
70426,300,3275,2082,2330.0,8.68,0.5
70427,240,2539,2840,1777.0,6.62,0.5
70427,480,3747,4163,2433.0,9.06,1.0
70427,240,3966,2723,4109.0,15.3,0.5
70427,300,589,3862,3083.0,11.48,0.75
70427,180,1596,516,9699.0,36.11,0.25
70428,420,3689,2579,3966.0,14.77,0.25
70428,420,3754,2557,3439.0,12.8,0.25
70430,420,4501,3559,4145.0,15.43,1.0
70430,420,1977,1592,2960.0,11.02,0.5
70431,480,4538,3412,1954.0,7.28,0.75
70432,180,3936,2179,4452.0,16.58,1.0
70433,420,1771,3307,2158.0,8.03,0.75
70433,300,2116,2168,1650.0,6.14,0.5
70433,300,708,2570,1960.0,7.3,1.0
70434,360,1382,1383,5407.0,20.13,0.5
70434,480,4358,1688,8388.0,31.23,0.5
70434,360,3836,919,1270.0,4.73,0.25
70435,420,1875,4400,1307.0,4.87,0.5
70436,480,2331,2661,2413.0,8.98,0.75
70436,180,2658,447,3750.0,13.96,0.5
70437,180,237,3883,1623.0,6.04,0.25
70438,180,229,458,1963.0,7.31,0.75
70438,480,1323,4258,1381.0,5.14,0.25
70438,360,384,2992,2865.0,10.67,1.0
70439,240,1259,3272,2041.0,7.6,0.75
70439,420,4262,2810,7827.0,29.14,0.25
70439,480,9,2963,2536.0,9.44,0.75
70440,240,3946,2578,3883.0,14.46,0.75
70440,180,2578,2389,3527.0,13.13,0.5
70441,360,3043,731,2011.0,7.49,1.0
70441,180,3684,3199,2228.0,8.3,0.25
70442,360,4104,461,3117.0,11.61,1.0
70442,180,3020,3471,1915.0,7.13,0.25
70443,420,617,2114,2203.0,8.2,1.0
70443,360,3717,1083,3506.0,13.05,0.5
70444,240,4331,360,1153.0,4.29,0.75
70444,240,497,2275,1228.0,4.57,0.5
70445,240,2405,253,1750.0,6.52,0.25
70445,180,2822,758,3410.0,12.7,1.0
70446,240,35,4407,5320.0,19.81,0.25
70446,360,4141,2658,2541.0,9.46,0.25
70446,420,618,3731,3456.0,12.87,1.0
70447,420,396,4319,1966.0,7.32,1.0
70447,180,1475,3219,1669.0,6.21,0.25
70447,420,642,29,3226.0,12.01,0.5
70447,360,3819,246,4310.0,16.05,0.75
70448,360,566,668,6920.0,25.77,1.0
70448,180,2454,2131,2486.0,9.26,1.0
70448,300,3288,3430,2219.0,8.26,0.25
70448,360,3878,4451,2975.0,11.08,1.0
70449,420,1679,2557,3229.0,12.02,0.25
70449,480,3584,1789,1634.0,6.08,1.0
70449,300,3374,510,6402.0,23.84,0.5
70450,480,570,546,1493.0,5.56,0.5
70450,420,72,1451,4714.0,17.55,0.5
70451,360,1318,3153,2136.0,7.95,1.0
70451,180,867,952,1422.0,5.29,0.5
70451,240,618,2945,4510.0,16.79,0.5
70455,180,2094,4444,2585.0,9.62,0.5
70455,420,37,164,5811.0,21.64,0.75
70455,360,1543,2926,1496.0,5.57,0.75
70456,240,3717,1432,2097.0,7.81,0.25
70456,300,3404,3227,2687.0,10.0,0.25
70456,300,3043,3187,1675.0,6.24,1.0
70457,480,516,3527,2626.0,9.78,0.75
70457,360,3260,2576,11260.0,41.92,1.0
70458,420,3811,2543,3460.0,12.88,0.75
70458,420,267,3174,3047.0,11.34,0.75
70458,240,1460,1807,1357.0,5.05,1.0
70459,240,2971,3407,3430.0,12.77,1.0
70459,480,3335,955,2901.0,10.8,0.25
70459,420,3324,1656,4162.0,15.5,0.25
70459,180,2332,1734,3738.0,13.92,0.5
70459,180,3525,933,7405.0,27.57,1.0
70461,360,2558,3339,6815.0,25.37,0.25
70461,480,3631,371,2399.0,8.93,0.75
70462,480,460,3160,3276.0,12.2,1.0
70462,420,1333,863,3905.0,14.54,0.75
70463,420,4537,1111,4762.0,17.73,1.0
70463,240,1515,3449,1578.0,5.88,0.75
70464,300,649,433,2914.0,10.85,1.0
70464,300,1175,3661,1602.0,5.96,1.0
70464,300,3799,3459,3036.0,11.3,0.75
70465,360,4503,3270,2157.0,8.03,0.25
70466,480,1946,264,1694.0,6.31,1.0
70466,300,803,544,2108.0,7.85,0.25
70466,240,3218,2174,3109.0,11.58,0.75
70466,360,302,157,2011.0,7.49,0.5
70467,420,3961,1315,2972.0,11.07,0.75
70467,480,2625,4014,1210.0,4.51,0.75
70467,180,1946,2926,1827.0,6.8,0.75
70467,360,394,4270,6468.0,24.08,0.75
70468,180,3929,1675,3164.0,11.78,0.5
70469,240,4325,1335,4043.0,15.05,1.0
70469,300,617,3624,7424.0,27.64,0.25
70471,420,2112,11,3697.0,13.77,0.25
70471,360,2557,1484,2054.0,7.65,0.25
70472,360,1741,3063,1616.0,6.02,0.75
70472,240,4460,1883,4418.0,16.45,0.25
70472,240,3210,1628,2238.0,8.33,0.25
70473,300,243,4320,2120.0,7.89,0.75
70473,180,2679,3432,2703.0,10.06,0.5
70473,480,4329,4326,8287.0,30.86,0.75
70473,300,1523,2625,1822.0,6.78,0.25
70473,420,2410,533,2694.0,10.03,0.25
70474,240,575,2251,3212.0,11.96,1.0
70474,420,2710,2378,4581.0,17.06,0.25
70475,300,3158,4455,2367.0,8.81,0.75
70475,360,2565,3030,5883.0,21.9,0.25
70475,420,3213,2665,3165.0,11.78,0.75
70475,300,3326,4270,3130.0,11.65,1.0
70475,480,1611,3729,2034.0,7.57,1.0
70475,300,1867,3372,3997.0,14.88,0.5
70475,360,3016,3165,2566.0,9.55,0.5
70476,480,2669,2566,1025.0,3.82,1.0
70476,360,841,3466,1351.0,5.03,0.5
70476,480,2194,3309,1044.0,3.89,0.25
70477,300,1721,702,4614.0,17.18,1.0
70477,480,2474,1570,4943.0,18.4,0.5
70478,480,3614,4421,3911.0,14.56,1.0
70478,360,1709,2676,2016.0,7.51,1.0
70478,300,4283,4554,3739.0,13.92,0.25
70478,180,2949,1454,5744.0,21.39,0.5
70478,480,1323,3799,2823.0,10.51,0.5
70478,180,3297,1398,1316.0,4.9,0.5
70478,300,2714,1255,3908.0,14.55,1.0
70479,240,3710,4402,4343.0,16.17,0.75
70479,360,3253,2879,1414.0,5.26,0.25
70480,420,4303,2661,3070.0,11.43,0.25
70480,300,1031,4294,5677.0,21.14,1.0
70480,240,2620,2175,2893.0,10.77,0.75
70481,480,1177,758,3519.0,13.1,0.5
70481,240,3154,2101,1633.0,6.08,0.75
70482,300,1475,1944,3251.0,12.1,0.5
70482,180,3402,2612,3160.0,11.77,1.0
70482,240,3937,107,3041.0,11.32,0.75
70482,360,1886,3827,3320.0,12.36,1.0
70483,480,3895,4479,2418.0,9.0,1.0
70483,480,1458,2127,2005.0,7.47,0.5
70484,240,3226,3379,1732.0,6.45,0.5
70485,360,1620,2589,6013.0,22.39,0.25
70486,300,743,3524,1160.0,4.32,0.25
70487,240,952,768,3620.0,13.48,0.25
70487,240,3522,1402,1758.0,6.55,0.25
70487,420,526,3052,3212.0,11.96,0.5
70487,360,1012,3718,2448.0,9.11,1.0
70488,420,22,2845,1130.0,4.21,0.75
70488,300,3841,2525,2668.0,9.93,0.5
70488,180,2126,2560,4155.0,15.47,0.5
70489,300,3181,1451,1861.0,6.93,0.5
70489,240,1240,3191,1656.0,6.17,1.0
70489,420,788,4347,3740.0,13.93,0.75
70489,240,3225,3053,5735.0,21.35,0.25
70489,480,2761,1659,2366.0,8.81,0.75
70489,480,1475,1545,2183.0,8.13,1.0
70490,180,2689,1876,2661.0,9.91,0.5
70490,240,759,43,4867.0,18.12,0.25
70491,300,2770,136,1865.0,6.94,1.0
70491,480,1368,3074,2831.0,10.54,0.25
70491,300,3275,964,1313.0,4.89,0.25
70492,480,3156,810,4372.0,16.28,0.25
70492,360,2983,2378,4571.0,17.02,0.75
70492,300,1742,3421,1419.0,5.28,0.25
70493,420,496,4304,4050.0,15.08,0.75
70494,420,1255,2110,2785.0,10.37,0.75
70495,180,760,3352,3465.0,12.9,0.5
70495,180,2763,3074,2189.0,8.15,1.0
70495,240,2458,3780,5800.0,21.6,0.25
70495,180,2408,4337,2880.0,10.72,0.5
70495,480,1118,3244,3089.0,11.5,0.5
70496,180,1164,1162,1238.0,4.61,0.5
70496,360,4447,3709,2154.0,8.02,0.25
70496,240,3001,2947,4977.0,18.53,1.0
70497,180,2358,1946,1668.0,6.21,1.0
70498,300,3181,3000,7166.0,26.68,0.75
70498,360,51,4238,2608.0,9.71,1.0
70499,360,2464,1350,1709.0,6.36,0.75
70499,480,1602,683,4856.0,18.08,0.25
70499,420,3338,3682,4732.0,17.62,0.5
70500,180,3635,647,2389.0,8.9,1.0
70500,300,1396,947,4424.0,16.47,0.5
70500,300,647,3164,1633.0,6.08,0.5
70500,180,2490,1248,5666.0,21.1,1.0
70501,180,4104,104,1465.0,5.45,0.75
70501,420,1844,2512,6437.0,23.97,0.75
70502,480,244,4140,1598.0,5.95,0.25
70502,360,692,422,2625.0,9.77,0.25
70502,360,2387,1725,4066.0,15.14,0.5
70502,360,4347,4072,2734.0,10.18,1.0
70502,180,3221,3544,9544.0,35.54,0.5
70503,420,1640,503,1733.0,6.45,0.75
70503,180,1457,932,7812.0,29.09,0.5
70504,360,934,2966,4733.0,17.62,1.0
70504,180,2207,2062,2884.0,10.74,0.5
70505,240,3196,3756,3419.0,12.73,1.0
70505,420,1676,1252,2286.0,8.51,0.75
70506,180,3720,4487,3317.0,12.35,0.75
70506,240,4128,1031,1737.0,6.47,0.25
70506,180,3850,3353,1937.0,7.21,0.25
70507,300,295,1559,7347.0,27.36,0.25
70507,240,2456,3548,4909.0,18.28,0.5
70507,480,2543,4218,4494.0,16.73,0.5
70508,180,2644,2682,3713.0,13.82,0.5
70508,360,3407,4072,1620.0,6.03,0.25
70508,240,3297,3628,2842.0,10.58,1.0
70509,360,409,2085,3058.0,11.39,0.25
70509,360,3071,3796,2921.0,10.88,1.0
70510,240,2828,2601,4841.0,18.02,1.0
70511,480,2193,2571,1182.0,4.4,1.0
70511,180,4203,3981,2638.0,9.82,0.5
70511,240,1372,2893,6423.0,23.91,0.25
70512,360,367,3355,2312.0,8.61,0.75
70512,420,775,1594,1296.0,4.83,0.25
70512,300,1931,2992,2392.0,8.91,1.0
70512,420,525,1628,3174.0,11.82,0.75
70513,180,3531,2713,4514.0,16.81,0.25
70513,180,500,196,3567.0,13.28,1.0
70514,180,2552,4262,3688.0,13.73,1.0
70515,240,3644,3359,7776.0,28.95,0.75
70516,240,3011,4026,2731.0,10.17,1.0
70516,300,4259,402,2387.0,8.89,0.5
70516,420,3336,1225,2938.0,10.94,0.25
70516,360,590,1659,2216.0,8.25,0.5
70517,180,3273,1626,2538.0,9.45,0.5
70519,300,4,1127,2839.0,10.57,0.75
70519,300,121,3109,6865.0,25.56,0.75
70519,180,4325,3489,2293.0,8.54,1.0
70519,480,1174,3376,1754.0,6.53,0.25
70519,300,825,1377,4263.0,15.87,0.75
70520,180,2112,1678,3340.0,12.44,0.25
70520,300,1985,2623,1424.0,5.3,0.5
70520,480,3212,3444,2866.0,10.67,1.0
70521,480,2667,1767,3105.0,11.56,0.75
70521,240,1155,1169,5093.0,18.96,0.75
70522,360,4142,3797,2469.0,9.19,1.0
70522,240,2403,4409,5699.0,21.22,0.5
70522,180,3284,3184,3277.0,12.2,1.0
70523,240,2562,2395,1399.0,5.21,0.75
70523,480,1118,3841,1886.0,7.02,0.75
70523,240,975,279,3497.0,13.02,0.75
70523,180,3721,3444,3911.0,14.56,1.0
70523,240,1498,2687,3876.0,14.43,1.0
70524,300,2931,1238,3988.0,14.85,1.0
70524,180,1678,1698,2321.0,8.64,0.5
70524,240,2697,264,2722.0,10.13,1.0
70524,420,2405,2638,2021.0,7.52,0.25
70524,360,2689,2489,4399.0,16.38,0.25
70524,240,1255,2086,2208.0,8.22,0.75
70526,240,1260,764,4258.0,15.85,0.5
70527,180,3405,4106,1402.0,5.22,0.25
70527,180,2688,2518,5370.0,19.99,0.5
70527,480,3433,3544,5866.0,21.84,0.75
70527,360,1802,3051,3916.0,14.58,0.75
70528,240,4560,3275,2377.0,8.85,0.5
70528,480,3022,1702,5513.0,20.53,0.75
70530,300,3727,2556,3266.0,12.16,0.25
70531,480,2402,2926,1272.0,4.74,0.75
70531,300,2540,2275,2711.0,10.09,0.25
70531,420,2411,3064,1888.0,7.03,0.75
70531,420,2525,1633,4172.0,15.53,0.25
70532,420,3173,2877,5385.0,20.05,1.0
70532,180,2673,2109,3346.0,12.46,0.5
70533,360,565,4408,2315.0,8.62,0.5
70533,180,1715,1801,2682.0,9.99,0.75
70534,420,3635,4169,3537.0,13.17,0.25
70534,360,3635,4509,2675.0,9.96,1.0
70534,360,1994,952,2097.0,7.81,0.25
70534,300,2069,3678,2736.0,10.19,0.75
70536,180,508,4459,2037.0,7.58,0.5
70536,360,3515,4361,7786.0,28.99,0.75
70536,420,651,1439,1216.0,4.53,0.75
70536,180,1713,3681,1784.0,6.64,0.5
70536,300,4395,1828,2230.0,8.3,1.0
70537,240,968,4407,2549.0,9.49,0.25
70537,240,3054,471,2530.0,9.42,0.75
70538,360,3674,3164,1762.0,6.56,1.0
70538,180,1810,464,8459.0,31.5,0.25
70538,360,2494,2583,6419.0,23.9,0.75
70539,180,3188,3164,3350.0,12.47,0.75
70539,420,3269,2187,3708.0,13.81,0.25
70540,300,2952,1616,2413.0,8.98,0.5
70540,360,3499,1035,2756.0,10.26,0.25
70540,360,251,4374,8011.0,29.83,0.75
70541,180,4169,1811,2528.0,9.41,1.0
70541,360,544,3532,3320.0,12.36,0.75
70541,300,1478,4564,2928.0,10.9,0.5
70541,240,972,255,3545.0,13.2,0.75
70542,480,2557,1399,4229.0,15.75,0.5
70542,240,1209,2314,3506.0,13.05,0.25
70542,360,673,2678,1920.0,7.15,0.5
70543,300,3214,585,4106.0,15.29,0.5
70543,300,51,2090,1630.0,6.07,1.0
70543,180,4092,1457,2300.0,8.56,0.75
70543,420,4104,21,2401.0,8.94,0.25
70543,180,2946,2456,2081.0,7.75,0.25
70543,360,1931,680,2026.0,7.54,0.25
70544,480,590,2600,6131.0,22.83,0.5
70544,360,1135,1370,1849.0,6.88,0.25
70544,420,1161,4466,3398.0,12.65,1.0
70545,240,1476,1333,1122.0,4.18,0.75
70545,240,2206,3371,3325.0,12.38,0.75
70545,360,4115,543,1770.0,6.59,0.25
70546,240,4447,1753,1527.0,5.69,1.0
70546,300,2795,569,4344.0,16.17,1.0
70546,420,1387,3443,2109.0,7.85,0.25
70547,420,2973,3737,3568.0,13.28,0.75
70548,360,3685,4443,1352.0,5.03,0.25
70548,480,1368,2075,5184.0,19.3,0.25
70549,240,2480,3205,2017.0,7.51,0.5
70549,360,566,3797,1394.0,5.19,0.75
70550,480,4350,2942,1121.0,4.17,0.25
70552,180,1252,1582,1135.0,4.23,1.0
70552,360,743,3559,4772.0,17.77,0.75
70552,180,821,704,1100.0,4.1,1.0
70553,420,1633,3335,1823.0,6.79,0.75
70553,300,863,288,3808.0,14.18,1.0
70553,180,1710,903,2536.0,9.44,0.25
70553,360,546,1931,4181.0,15.57,0.5
70554,360,3759,544,4081.0,15.19,0.5
70554,420,1059,3787,3664.0,13.64,0.5
70555,360,4392,2434,2597.0,9.67,0.25
70555,480,1602,3188,1847.0,6.88,0.25
70555,480,3913,3278,2961.0,11.02,0.75
70556,240,681,1715,3269.0,12.17,0.5
70557,240,1634,863,3943.0,14.68,0.25
70557,300,3300,1542,8495.0,31.63,0.25
70558,360,1476,2112,1817.0,6.77,0.5
70558,480,923,4494,2242.0,8.35,0.5
70559,480,3020,2567,1234.0,4.59,0.25
70559,240,4360,3189,2725.0,10.15,0.25
70560,420,241,2560,1403.0,5.22,0.25
70560,420,3219,1023,2929.0,10.91,1.0
70560,360,3644,1732,2799.0,10.42,0.25
70560,360,3334,2759,1830.0,6.81,1.0
70560,300,3701,1835,2566.0,9.55,1.0
70561,240,3408,1164,3241.0,12.07,0.5
70561,300,4538,589,1466.0,5.46,0.5
70561,420,3272,3334,2476.0,9.22,0.25
70562,420,3227,3232,3773.0,14.05,0.25
70562,480,930,4449,3086.0,11.49,0.5
70563,300,2470,2187,3790.0,14.11,1.0
70564,240,3472,714,2902.0,10.81,0.5
70564,480,1724,2997,4990.0,18.58,0.75
70565,420,2468,4092,3846.0,14.32,0.5
70565,180,1200,2407,4046.0,15.06,0.25
70566,240,1045,1705,2028.0,7.55,0.25
70566,480,2828,173,1785.0,6.65,0.5
70566,420,1067,2092,7120.0,26.51,0.5
70566,420,2163,510,4350.0,16.2,1.0
70566,360,3499,2722,2279.0,8.49,1.0
70567,300,2319,22,1106.0,4.12,0.5
70567,360,82,4324,4468.0,16.64,1.0
70567,180,1124,1175,2167.0,8.07,0.75
70568,180,317,1667,2799.0,10.42,1.0
70569,300,1349,2248,5169.0,19.25,0.5
70569,300,54,232,3147.0,11.72,0.25
70569,300,4404,2538,2520.0,9.38,0.25
70570,420,1997,2563,4851.0,18.06,0.25
70570,240,269,4263,1682.0,6.26,0.75
70570,480,1527,1704,3310.0,12.32,1.0
70570,240,2568,1651,4330.0,16.12,0.75
70571,300,2473,2491,1063.0,3.96,0.25
70571,240,2191,2703,1761.0,6.56,0.25
70571,180,664,3388,2604.0,9.7,0.75
70571,480,1092,4238,3021.0,11.25,0.75
70572,300,4087,954,2515.0,9.36,0.5
70572,300,2117,1716,3093.0,11.52,0.75
70573,480,1428,2342,3409.0,12.69,0.5
70573,480,3685,4140,2611.0,9.72,0.5
70573,360,1258,2407,2077.0,7.73,1.0
70574,300,530,1940,3053.0,11.37,0.25
70574,360,2188,2884,5427.0,20.21,0.25
70574,180,3024,2566,1154.0,4.3,0.75
70575,360,1400,1466,2779.0,10.35,0.75
70575,240,1626,2130,3761.0,14.0,0.25
70576,420,3623,3968,1720.0,6.4,0.5
70576,240,1258,3915,3725.0,13.87,1.0
70577,240,1750,3450,4165.0,15.51,0.75
70578,180,2113,3268,3623.0,13.49,0.25
70578,480,2543,1237,1602.0,5.96,0.5
70578,360,3273,2717,3282.0,12.22,0.75
70578,240,2363,4404,1320.0,4.91,1.0
70578,420,2480,1627,3140.0,11.69,0.75
70579,300,490,4360,1534.0,5.71,0.5
70579,360,2174,4261,2415.0,8.99,0.25
70579,180,4318,1328,5975.0,22.25,0.25
70580,480,506,2482,2690.0,10.02,0.25
70580,360,1219,1167,6296.0,23.44,0.75
70580,240,2275,1264,2124.0,7.91,1.0
70581,180,1240,3325,1349.0,5.02,1.0
70581,420,237,3872,1549.0,5.77,0.25
70581,180,4327,63,1566.0,5.83,1.0
70581,480,1907,1394,2687.0,10.0,1.0
70582,420,2535,1717,1055.0,3.93,0.5
70582,240,683,1691,1505.0,5.6,1.0
70582,480,3599,2126,3149.0,11.72,0.75
70582,180,1435,2946,1257.0,4.68,0.75
70583,480,1240,2457,3127.0,11.64,0.25
70583,180,4282,32,1538.0,5.73,0.25
70584,240,4339,1399,2181.0,8.12,0.25
70584,180,2756,4066,1770.0,6.59,0.25
70584,180,3308,1946,1745.0,6.5,0.75
70585,420,4374,794,1854.0,6.9,1.0
70586,420,641,4109,2842.0,10.58,0.75
70586,480,227,3775,1992.0,7.42,0.5
70587,480,583,1966,4753.0,17.7,0.25
70587,420,1583,1371,3071.0,11.43,0.5
70588,480,237,3955,4346.0,16.18,0.75
70588,240,4354,3559,9289.0,34.59,0.5
70588,480,4257,3338,2350.0,8.75,0.25
70589,240,1602,3123,4869.0,18.13,1.0
70589,480,3942,2332,2620.0,9.76,0.25
70590,240,1475,637,2841.0,10.58,0.25
70591,480,2222,3499,2461.0,9.16,0.25
70591,240,2402,4327,2219.0,8.26,1.0
70591,420,177,1056,1624.0,6.05,0.75
70591,180,1946,2196,2368.0,8.82,1.0
70592,480,2537,2688,3453.0,12.86,0.5
70593,480,564,3403,1926.0,7.17,1.0
70593,360,1478,1972,2847.0,10.6,0.5
70594,180,181,882,1455.0,5.42,0.5
70594,420,1106,4340,1557.0,5.8,0.25
70595,300,347,3531,1582.0,5.89,1.0
70595,180,836,2320,1345.0,5.01,1.0
70595,420,3437,3409,1278.0,4.76,0.75
70596,420,1995,1219,3496.0,13.02,0.5
70596,480,1218,2600,2945.0,10.97,0.5
70597,420,3747,1177,2851.0,10.62,0.25
70597,360,1428,3478,1066.0,3.97,0.25
70597,240,3717,2712,3938.0,14.66,0.75
70597,360,249,21,1793.0,6.68,0.25
70598,240,1955,2763,2606.0,9.7,0.75
70599,360,2092,3072,3195.0,11.9,0.25
70599,360,796,534,6304.0,23.47,0.5
70600,240,3485,2656,1233.0,4.59,0.25
70600,300,2264,3729,2084.0,7.76,1.0
70600,180,1747,3284,4843.0,18.03,0.75
70601,240,766,712,2031.0,7.56,1.0
70601,420,2121,3772,6048.0,22.52,0.75
70602,180,1136,1337,1285.0,4.78,0.25
70602,360,2565,4237,3578.0,13.32,0.75
70602,420,251,1237,2051.0,7.64,0.75
70602,360,3579,3437,3187.0,11.87,0.75
70602,300,670,2717,4601.0,17.13,1.0
70602,180,2927,365,5016.0,18.68,1.0
70603,180,2912,416,2694.0,10.03,1.0
70604,180,1043,3663,3335.0,12.42,0.25
70604,180,670,3461,4127.0,15.37,0.75
70604,420,1133,2969,4223.0,15.72,0.25
70604,240,3340,3545,4213.0,15.69,0.75
70604,420,2539,2629,1856.0,6.91,0.25
70604,240,2118,2549,3359.0,12.51,0.25
70605,420,1241,3326,4204.0,15.65,0.5
70606,480,3266,1997,3262.0,12.15,0.75
70606,420,3317,2469,3202.0,11.92,0.75
70606,240,2550,2962,2493.0,9.28,0.5
70606,420,1423,1785,4248.0,15.82,0.5
70607,360,2973,815,3592.0,13.37,0.25
70607,180,3016,2686,3551.0,13.22,0.25
70608,240,1241,4403,1480.0,5.51,0.5
70608,240,1323,1169,4020.0,14.97,0.75
70608,300,2995,2286,4942.0,18.4,0.25
70609,420,3294,1213,2344.0,8.73,0.25
70609,420,2556,1037,4920.0,18.32,0.25
70609,420,3156,480,5618.0,20.92,0.75
70609,300,1209,1609,5060.0,18.84,0.25
70611,300,3302,1186,2795.0,10.41,1.0
70611,420,3533,4338,1284.0,4.78,1.0
70612,240,2681,676,4588.0,17.08,0.75
70612,300,3385,249,4804.0,17.89,0.75
70612,420,2859,1275,4063.0,15.13,0.75
70612,300,2549,161,6492.0,24.17,0.25
70613,360,834,3066,2075.0,7.73,1.0
70615,420,687,3967,9292.0,34.6,0.25
70615,300,45,2323,8392.0,31.25,0.5
70616,420,2526,242,2506.0,9.33,0.75
70616,300,24,1522,2382.0,8.87,0.5
70616,180,181,4150,2170.0,8.08,1.0
70616,420,503,1253,2015.0,7.5,0.25
70616,240,1921,2466,2544.0,9.47,0.75
70616,480,4245,2371,1148.0,4.27,0.75
70616,420,2647,325,3671.0,13.67,0.75
70617,180,3937,1762,1609.0,5.99,1.0
